,Title,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Horror,Sci-Fi,Drama,Thriller,Comedy,Adventure,Action,Adult,Mystery,Crime,Romance,War,Fantasy,Animation,Musical,Family,Western,Title_Dead,Title_Zombie
111,Last Rites of the Dead,movie,4.7,118.0,2006,"Comedy, Horror",717,2006-10-22,Marc Fratto,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,The Zombie Diaries,movie,4.0,85.0,2006,"Horror, Sci-Fi",4783,2006-10-29,"Michael G. Bartlett, Kevin Gates",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
143,Mulberry St,movie,5.5,84.0,2006,"Horror, Sci-Fi, Thriller",6271,2006-11-16,Jim Mickle,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,Wicked Little Things,movie,5.0,94.0,2006,"Drama, Fantasy, Horror",8488,2006-11-17,J.S. Cardone,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
107,Poultrygeist: Night of the Chicken Dead,movie,6.0,103.0,2006,"Comedy, Horror, Musical, Sci-Fi",8744,2006-12-29,Lloyd Kaufman,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
67,American Zombie,movie,5.0,90.0,2007,"Comedy, Drama, Horror",1194,2007-01-18,Grace Lee,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
161,The Signal,movie,6.0,103.0,2007,"Horror, Sci-Fi, Thriller",21511,2007-01-22,"Jacob Gentry, David Bruckner, Dan Bush",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,Undead or Alive: A Zombedy,movie,5.1,91.0,2007,"Comedy, Horror, Western",2113,2007-03-10,Glasgow Phillips,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
62,Plane Dead,movie,5.1,89.0,2007,Horror,9353,2007-03-21,Scott Thomas,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
139,Zibahkhana,movie,5.3,77.0,2007,"Horror, Thriller",885,2007-03-31,Omar Khan,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,Planet Terror,movie,7.1,105.0,2007,"Action, Comedy, Horror, Sci-Fi, Thriller",214783,2007-04-06,Robert Rodriguez,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
249,28 Weeks Later,movie,6.9,100.0,2007,"Action, Adventure, Horror, Sci-Fi",281171,2007-04-26,Juan Carlos Fresnadillo,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
242,The Mad,movie,4.7,83.0,2007,"Action, Comedy, Horror, Sci-Fi, Thriller",1845,2007-05-22,Johnny Kalangis,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
240,The Rage,movie,4.2,85.0,2007,Horror,1941,2007-07-13,Robert Kurtzman,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,[Rec],movie,7.4,78.0,2007,"Horror, Mystery, Thriller",185072,2007-08-29,"Jaume Balagueró, Paco Plaza",True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
119,Diary of the Dead,movie,5.5,95.0,2007,"Fantasy, Horror, Sci-Fi, Thriller",48166,2007-09-08,George A. Romero,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
215,Resident Evil: Extinction,movie,6.2,94.0,2007,"Action, Horror, Sci-Fi",198749,2007-09-20,Russell Mulcahy,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
74,Days of Darkness,movie,3.8,89.0,2007,Horror,1505,2007-09-21,Jake Kennedy,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,Wasting Away,movie,5.7,90.0,2007,"Comedy, Horror",3433,2007-10-16,Matthew Kohnen,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,I Am Legend,movie,7.2,101.0,2007,"Action, Drama, Horror, Sci-Fi, Thriller",771118,2007-12-05,Francis Lawrence,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
106,Saikyô heiki joshikôsei: Rika - zonbi hantâ vs saikyô zonbi Gurorian,movie,5.2,86.0,2008,"Action, Horror",458,2008-02-18,Ken'ichi Fujiwara,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
54,Zombie Strippers!,movie,4.1,94.0,2008,"Comedy, Horror, Sci-Fi",18602,2008-02-23,Jay Lee,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19,Dance of the Dead,movie,5.8,87.0,2008,"Action, Comedy, Horror, Sci-Fi",11799,2008-03-09,Gregg Bishop,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
202,Outpost,movie,5.8,90.0,2008,"Action, Horror, Sci-Fi, War",17518,2008-03-11,Steve Barker,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
218,Onechanbara: The Movie,movie,4.7,80.0,2008,"Action, Horror",1341,2008-04-30,Yôhei Fukuda,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
138,Virus Undead,movie,3.6,95.0,2008,"Crime, Fantasy, Horror, Thriller",798,2008-06-30,"Wolf Wolff, Ohmuthi",True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
237,Yoroi: Samurai zonbi,movie,5.0,91.0,2008,"Action, Horror",250,2008-07-21,Tak Sakaguchi,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
159,The Dead Outside,movie,4.1,86.0,2008,"Horror, Mystery, Thriller",1304,2008-08-24,Kerry Anne Mullaney,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
144,Mutants,movie,2.3,83.0,2008,"Action, Horror, Sci-Fi",625,2008-08-30,Amir Valinia,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
60,Deadgirl,movie,5.5,101.0,2008,Horror,19313,2008-09-06,"Gadi Harel, Marcel Sarmiento",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
245,Pontypool,movie,6.5,93.0,2008,"Horror, Sci-Fi",33301,2008-09-06,Bruce McDonald,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,Quarantine,movie,5.9,89.0,2008,"Horror, Sci-Fi, Thriller",74789,2008-10-10,John Erick Dowdle,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,The Gates of Hell,movie,4.2,88.0,2008,"Horror, Thriller",181,2008-10-18,Kelly Dolen,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,Splinter,movie,6.1,82.0,2008,"Crime, Horror, Sci-Fi, Thriller",38909,2008-10-31,Toby Wilkins,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17,Colin,movie,4.7,97.0,2008,"Action, Drama, Horror",1612,2008-11-15,Marc Price,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
38,The Children,movie,5.9,84.0,2008,"Horror, Mystery, Thriller",18517,2008-12-05,Tom Shankland,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
93,Død snø,movie,6.3,92.0,2009,"Comedy, Fantasy, Horror",68202,2009-01-09,Tommy Wirkola,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
145,Mutants,movie,5.5,95.0,2009,"Drama, Horror, Sci-Fi",4177,2009-01-31,David Morley,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,Friday the 13th,movie,5.5,97.0,2009,"Horror, Mystery, Thriller",110598,2009-02-09,Marcus Nispel,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,ZMD: Zombies of Mass Destruction,movie,5.0,89.0,2009,"Comedy, Horror, Sci-Fi",4195,2009-04-18,Kevin Hamedani,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
141,Doghouse,movie,6.0,89.0,2009,"Comedy, Horror, Sci-Fi",22387,2009-06-12,Jake West,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,The Revenant,movie,6.3,117.0,2009,"Comedy, Fantasy, Horror",11124,2009-08-16,D. Kerry Prior,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
113,La horde,movie,5.9,90.0,2009,"Action, Horror",15952,2009-08-28,"Yannick Dahan, Benjamin Rocher",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
223,[Rec]²,movie,6.5,85.0,2009,"Horror, Thriller",74947,2009-09-02,"Jaume Balagueró, Paco Plaza",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,Survival of the Dead,movie,4.8,90.0,2009,"Comedy, Drama, Horror, Thriller",21890,2009-09-09,George A. Romero,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
226,Wake Wood,movie,5.5,90.0,2009,"Drama, Horror, Thriller",8587,2009-09-25,David Keating,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,Zombieland,movie,7.6,88.0,2009,"Action, Comedy, Horror",587581,2009-09-25,Ruben Fleischer,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
158,Dead Air,movie,5.2,90.0,2009,"Horror, Sci-Fi, Thriller",2377,2009-10-27,Corbin Bernsen,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
68,Growth,movie,4.4,90.0,2010,"Horror, Sci-Fi",3555,2010-01-18,Gabriel Cowan,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,Rammbock,movie,6.3,63.0,2010,"Action, Drama, Horror, Sci-Fi, Thriller",5767,2010-01-19,Marvin Kren,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
156,The Crazies,movie,6.5,101.0,2010,"Adventure, Horror",123807,2010-02-23,Breck Eisner,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
157,Fight or Flight,movie,3.5,82.0,2010,"Action, Horror, Thriller",733,2010-04-01,George Mendeluk,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
122,Dead Genesis,movie,3.5,98.0,2010,"Action, Horror, Thriller",536,2010-04-17,Reese Eveneshen,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
61,Devil's Playground,movie,5.1,96.0,2010,"Action, Horror",5057,2010-08-21,Mark McQueen,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
16,The Dead,movie,5.7,105.0,2010,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",9418,2010-08-30,"Howard J. Ford, Jonathan Ford",True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
253,Resident Evil: Afterlife,movie,5.8,96.0,2010,"Action, Horror, Sci-Fi",174093,2010-09-02,Paul W.S. Anderson,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
69,Nihon bundan: Heru doraibâ,movie,5.2,117.0,2010,"Horror, Sci-Fi",1702,2010-09-28,Yoshihiro Nishimura,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,Quarantine 2: Terminal,movie,5.2,86.0,2011,"Horror, Sci-Fi, Thriller",20164,2011-01-27,John Pogue,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,Eaters,movie,4.0,94.0,2011,Horror,1458,2011-04-07,"Luca Boni, Marco Ristori",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,Harold's Going Stiff,movie,5.8,77.0,2011,"Comedy, Horror",728,2011-05-06,Keith Wright,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,Pirates of the Caribbean: On Stranger Tides,movie,6.6,137.0,2011,"Action, Adventure, Fantasy",535969,2011-05-07,Rob Marshall,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
10,Juan de los muertos,movie,6.4,92.0,2011,"Action, Comedy, Horror",10686,2011-09-10,Alejandro Brugués,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
108,Exit Humanity,movie,5.3,114.0,2011,"Drama, Horror",4605,2011-09-18,John Geddes,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,State of Emergency,movie,5.2,90.0,2011,"Horror, Sci-Fi, Thriller",3084,2011-10-05,Turner Clay,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,War of the Dead,movie,4.1,86.0,2011,"Action, Adventure, Horror, Sci-Fi, Thriller",2732,2011-10-22,Marko Mäkilaakso,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
197,The Cabin in the Woods,movie,7.0,95.0,2011,"Horror, Mystery, Thriller",426482,2011-12-11,Drew Goddard,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
270,V/H/S,movie,5.8,116.0,2012,Horror,64678,2012-01-22,"Adam Wingard, Tyler Gillett, Matt Bettinelli-Olpin, David Bruckner, Glenn McQuaid, Chad Villella, Joe Swanberg, Justin Martinez, Radio Silence, Ti West",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,A Little Bit Zombie,movie,5.3,87.0,2012,"Comedy, Horror, Sci-Fi",2898,2012-02-04,Casey Walker,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14,Zombibi,movie,4.9,90.0,2012,"Comedy, Horror",1552,2012-02-15,"Erwin van den Eshof, Martijn Smits",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,Citadel,movie,5.4,84.0,2012,"Drama, Horror, Thriller",7143,2012-03-11,Ciarán Foy,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,Z-108 qi cheng,movie,3.3,83.0,2012,"Horror, Sci-Fi",965,2012-04-06,Joe Chien,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,In-lyu-myeol-mang-bo-go-seo,movie,5.8,115.0,2012,"Comedy, Drama, Fantasy, Sci-Fi",3436,2012-04-11,"Jee-woon Kim, Pil-sung Yim",False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
209,Detention of the Dead,movie,4.5,87.0,2012,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",2737,2012-04-27,Alex Craig Mann,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False
208,Osombie,movie,3.6,92.0,2012,"Action, Horror",1649,2012-05-05,John Lyde,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
114,Dead Season,movie,4.6,85.0,2012,"Horror, Sci-Fi",3182,2012-05-15,Adam Deyoe,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,Zombies Vs. Strippers,movie,3.5,75.0,2012,"Comedy, Horror",846,2012-07-09,Alex Nicolaou,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,Cockneys vs Zombies,movie,5.9,88.0,2012,"Action, Comedy, Horror, Thriller",19747,2012-08-23,Matthias Hoene,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
254,Resident Evil: Retribution,movie,5.3,95.0,2012,"Action, Horror, Sci-Fi, Thriller",144997,2012-09-03,Paul W.S. Anderson,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
260,Dead Shadows,movie,3.8,75.0,2012,"Horror, Sci-Fi",1213,2012-09-10,David Cholewa,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
225,Gallowwalkers,movie,3.6,92.0,2012,"Action, Adventure, Fantasy, Horror, Thriller, Western",7951,2012-10-06,Andrew Goth,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
11,Rise of the Zombies,movie,3.7,89.0,2012,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",3249,2012-10-08,Nick Lyon,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
0,The Battery,movie,6.3,101.0,2012,"Adventure, Drama, Horror",9593,2012-10-13,Jeremy Gardner,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
224,Decay,movie,3.8,76.0,2012,Horror,439,2012-11-29,"Michael Mazur, Luke Thompson",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,Warm Bodies,movie,6.8,98.0,2013,"Comedy, Horror, Romance",234785,2013-01-16,Jonathan Levine,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
269,V/H/S/2,movie,6.0,96.0,2013,"Horror, Sci-Fi",41465,2013-01-19,"Gregg Hale, Jason Eisener, Adam Wingard, Simon Barrett, Eduardo Sánchez, Gareth Evans, Timo Tjahjanto",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,Frankenstein's Army,movie,5.3,84.0,2013,"Horror, Sci-Fi",8800,2013-01-26,Richard Raaphorst,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,Before Dawn,movie,4.8,82.0,2013,Horror,846,2013-02-02,Dominic Brunt,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
268,Utopia,movie,6.7,72.0,2013,"Horror, Music",82,2013-03-17,Daniel William Bones,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,13 Eerie,movie,4.5,87.0,2013,Horror,3050,2013-03-29,Lowell Dean,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Go Goa Gone,movie,6.6,108.0,2013,"Action, Adventure, Comedy, Horror, Sci-Fi",14288,2013-05-10,"Raj Nidimoru, Krishna D.K.",True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
57,World War Z,movie,7.0,116.0,2013,"Action, Adventure, Horror, Sci-Fi",679016,2013-06-02,Marc Forster,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
94,Knight of the Dead,movie,2.7,82.0,2013,"Action, Fantasy, Horror",634,2013-07-01,Mark Atkins,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
135,Zombie Massacre,movie,2.4,91.0,2013,"Action, Horror, Sci-Fi",1855,2013-07-01,"Luca Boni, Marco Ristori",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
210,Stalled,movie,4.7,84.0,2013,"Comedy, Horror",2030,2013-07-19,Christian James,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,Zombie Hunter,movie,3.5,93.0,2013,"Action, Comedy, Horror",2750,2013-07-26,K. King,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
258,The Dead 2: India,movie,5.1,98.0,2013,Horror,2085,2013-08-22,"Howard J. Ford, Jonathan Ford",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
216,Army of the Damned,movie,3.7,85.0,2013,Horror,514,2013-12-03,Tom DeNucci,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
262,Life After Beth,movie,5.6,89.0,2014,"Comedy, Fantasy, Horror, Romance",22383,2014-01-19,Jeff Baena,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
261,Død snø 2,movie,6.8,100.0,2014,"Action, Comedy, Fantasy, Horror",25550,2014-01-19,Tommy Wirkola,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
267,Goal of the Dead,movie,5.5,140.0,2014,"Comedy, Horror",1574,2014-02-27,"Thierry Poiraud, Benjamin Rocher",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
264,Zombeavers,movie,4.8,77.0,2014,"Comedy, Horror",19136,2014-04-13,Jordan Rubin,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
265,The Coed and the Zombie Stoner,movie,3.6,91.0,2014,"Comedy, Horror, Sci-Fi",1496,2014-04-18,Glenn Miller,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
263,Chrysalis,movie,4.7,100.0,2014,"Drama, Horror, Sci-Fi",978,2014-04-24,John Klein,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
266,Night of the Living Dead: Darkest Dawn,movie,3.8,62.0,2015,"Animation, Action, Horror",436,2015-10-05,"Zebediah De Soto, Krisztian Majdik",True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
259,Operation Ragnarök,movie,3.1,89.0,2018,"Action, Drama, Sci-Fi, Thriller",477,2018-12-07,Fredrik Hiller,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
44,Frozen Scream,movie,2.9,85.0,1975,Horror,558,,Frank Roach,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
